site,species,genotype,replicate,sampleID,tank,pH,temp,treatment,time,file,AOI,FvFm,ratio
Star,Ssid,4,4,Ss4-4,2,low pH,high temp,LH,14,LH_Ssid_STAR,4,0.209,0.428
Star,Ssid,5,4,Ss5-4,2,low pH,high temp,LH,14,LH_Ssid_STAR,5,0.343,0.615
Emerald,Ssid,1,1,Es1-1,3,control pH,control temp,CC,14,CC_Ssid_EMRL,1,0.346,0.752
Emerald,Ssid,2,1,Es2-1,3,control pH,control temp,CC,14,CC_Ssid_EMRL,2,0.369,0.800
Emerald,Ssid,3,1,Es3-1,3,control pH,control temp,CC,14,CC_Ssid_EMRL,3,0.45,0.826
Emerald,Ssid,4,1,Es4-1,3,control pH,control temp,CC,14,CC_Ssid_EMRL,4,0.338,0.697
Emerald,Ssid,5,1,Es5-1,3,control pH,control temp,CC,14,CC_Ssid_EMRL,5,0.428,0.763
MacN,Ssid,1,1,Ms1-1,3,control pH,control temp,CC,14,CC_Ssid_MACN,1,0.39,0.769
MacN,Ssid,2,1,Ms2-1,3,control pH,control temp,CC,14,CC_Ssid_MACN,2,0.417,0.897
MacN,Ssid,3,1,Ms3-1,3,control pH,control temp,CC,14,(dead),,,
MacN,Ssid,4,1,Ms4-1,3,control pH,control temp,CC,14,CC_Ssid_MACN,3,0.292,0.709
MacN,Ssid,5,1,Ms5-1,3,control pH,control temp,CC,14,CC_Ssid_MACN,4,0.437,0.864
Rainbow,Ssid,1,1,Rs1-1,3,control pH,control temp,CC,14,CC_Ssid_RAIN,1,0.373,0.772
Rainbow,Ssid,2,1,Rs2-1,3,control pH,control temp,CC,14,CC_Ssid_RAIN,2,0.424,0.812
Rainbow,Ssid,3,1,Rs3-1,3,control pH,control temp,CC,14,CC_Ssid_RAIN_3-1,1,0.287,0.862
Rainbow,Ssid,4,1,Rs4-1,3,control pH,control temp,CC,14,CC_Ssid_RAIN,3,0.347,0.666
Rainbow,Ssid,5,1,Rs5-1,3,control pH,control temp,CC,14,CC_Ssid_RAIN,4,0.376,0.695
Star,Ssid,1,1,Ss1-1,3,control pH,control temp,CC,14,CC_Ssid_STAR,1,0.343,0.692
Star,Ssid,2,1,Ss2-1,3,control pH,control temp,CC,14,CC_Ssid_STAR,2,0.4,0.758
Star,Ssid,3,1,Ss3-1,3,control pH,control temp,CC,14,CC_Ssid_STAR,3,0.382,0.786
Star,Ssid,4,1,Ss4-1,3,control pH,control temp,CC,14,CC_Ssid_STAR,4,0.314,0.677
Star,Ssid,5,1,Ss5-1,3,control pH,control temp,CC,14,CC_Ssid_STAR,5,0.443,0.795
Emerald,Ofav,1,3,Eo1-3,4,low pH,control temp,LC,14,LC_Ofav_EMRL,1,0.35,0.599
Emerald,Ofav,2,3,Eo2-3,4,low pH,control temp,LC,14,LC_Ofav_QT,1,0.335,0.585
Emerald,Ofav,3,3,Eo3-3,4,low pH,control temp,LC,14,LC_Ofav_EMRL,2,0.3,0.517
Emerald,Ofav,4,3,Eo4-3,4,low pH,control temp,LC,14,LC_Ofav_EMRL,3,0.286,0.500
Emerald,Ofav,5,3,Eo5-3,4,low pH,control temp,LC,14,LC_Ofav_EMRL,4,0.311,0.532
MacN,Ofav,6,3,CR047,4,low pH,control temp,LC,14,LC_Ofav_MACN,3,0.434,0.719
MacN,Ofav,1,3,Mo1-3,4,low pH,control temp,LC,14,LC_Ofav_MACN,1,0.376,0.695
MacN,Ofav,2,3,Mo2-3,4,low pH,control temp,LC,14,(dead),,,
MacN,Ofav,3,3,Mo3-3,4,low pH,control temp,LC,14,LC_Ofav_QT,5,0.439,0.702
MacN,Ofav,4,3,Mo4-3,4,low pH,control temp,LC,14,LC_Ofav_MACN,2,0.444,0.741
MacN,Ofav,5,3,Mo5-3,4,low pH,control temp,LC,14,LC_Ofav_QT,6,0.47,0.767
Rainbow,Ofav,1,3,Ro1-3,4,low pH,control temp,LC,14,LC_Ofav_QT,2,0.349,0.601
Rainbow,Ofav,2,3,Ro2-3,4,low pH,control temp,LC,14,LC_Ofav_RAIN,1,0.338,0.622
Rainbow,Ofav,3,3,Ro3-3,4,low pH,control temp,LC,14,LC_Ofav_QT,3,0.299,0.508
Rainbow,Ofav,4,3,Ro4-3,4,low pH,control temp,LC,14,LC_Ofav_QT,4,0.41,0.684
Rainbow,Ofav,5,3,Ro5-3,4,low pH,control temp,LC,14,LC_Ofav_RAIN,2,0.364,0.632
Star,Ofav,1,3,So1-3,4,low pH,control temp,LC,14,LC_Ofav_STAR,1,0.362,0.628
Star,Ofav,2,3,So2-3,4,low pH,control temp,LC,14,LC_Ofav_STAR,2,0.408,0.664
Star,Ofav,3,3,So3-3,4,low pH,control temp,LC,14,LC_Ofav_STAR,3,0.417,0.703
Star,Ofav,4,3,So4-3,4,low pH,control temp,LC,14,LC_Ofav_STAR,4,0.42,0.698
Star,Ofav,5,3,So5-3,4,low pH,control temp,LC,14,LC_Ofav_STAR,5,0.44,0.696
Emerald,Ssid,1,2,Es1-2,5,control pH,high temp,CH,14,CH_Ssid_EMRL,1,0.258,0.561
Emerald,Ssid,2,2,Es2-2,5,control pH,high temp,CH,14,CH_Ssid_EMRL,2,0.204,0.410
Emerald,Ssid,3,2,Es3-2,5,control pH,high temp,CH,14,CH_Ssid_EMRL,3,0.273,0.470
Emerald,Ssid,4,2,Es4-2,5,control pH,high temp,CH,14,CH_Ssid_EMRL,4,0.203,0.454
Emerald,Ssid,5,2,Es5-2,5,control pH,high temp,CH,14,CH_Ssid_EMRL,5,0.269,0.486
MacN,Ssid,1,2,Ms1-2,5,control pH,high temp,CH,14,CH_Ssid_MACN,1,0.237,0.437
MacN,Ssid,2,2,Ms2-2,5,control pH,high temp,CH,14,CH_Ssid_MACN,2,0.311,0.616
MacN,Ssid,3,2,Ms3-2,5,control pH,high temp,CH,14,CH_Ssid_MACN,3,0.286,0.602
MacN,Ssid,4,2,Ms4-2,5,control pH,high temp,CH,14,CH_Ssid_MACN,4,0.277,0.597
MacN,Ssid,5,2,Ms5-2,5,control pH,high temp,CH,14,CH_Ssid_MACN,5,0.342,0.642
Rainbow,Ssid,1,2,Rs1-2,5,control pH,high temp,CH,14,CH_Ssid_RAIN,1,0.328,0.630
Rainbow,Ssid,2,2,Rs2-2,5,control pH,high temp,CH,14,CH_Ssid_RAIN_2-2,1,0.351,0.662
Rainbow,Ssid,3,2,Rs3-2,5,control pH,high temp,CH,14,CH_Ssid_RAIN_3-2,1,0.266,0.911
Rainbow,Ssid,4,2,Rs4-2,5,control pH,high temp,CH,14,CH_Ssid_RAIN,2,0.252,0.478
Rainbow,Ssid,5,2,Rs5-2,5,control pH,high temp,CH,14,CH_Ssid_RAIN,3,0.262,0.503
Star,Ssid,1,2,Ss1-2,5,control pH,high temp,CH,14,CH_Ssid_STAR,1,0.272,0.551
Star,Ssid,2,2,Ss2-2,5,control pH,high temp,CH,14,CH_Ssid_STAR,2,0.306,0.586
Star,Ssid,3,2,Ss3-2,5,control pH,high temp,CH,14,CH_Ssid_STAR,3,0.298,0.612
Star,Ssid,4,2,Ss4-2,5,control pH,high temp,CH,14,CH_Ssid_STAR,4,0.211,0.433
Star,Ssid,5,2,Ss5-2,5,control pH,high temp,CH,14,CH_Ssid_STAR,5,0.374,0.674
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,CH,14,CH_Ofav_EMRL,1,0.344,0.635
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,CH,14,CH_Ofav_EMRL,2,0.458,0.765
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,CH,14,CH_Ofav_EMRL,3,0.449,0.732
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,CH,14,CH_Ofav_EMRL,4,0.318,0.542
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,CH,14,CH_Ofav_EMRL,5,0.355,0.600
MacN,Ofav,6,2,CR046,6,control pH,high temp,CH,14,CH_Ofav_MACN,6,0.493,0.814
MacN,Ofav,1,2,Mo1-2,6,control pH,high temp,CH,14,CH_Ofav_MACN,1,0.417,0.751
MacN,Ofav,2,2,Mo2-2,6,control pH,high temp,CH,14,CH_Ofav_MACN,2,0.43,0.817
MacN,Ofav,3,2,Mo3-2,6,control pH,high temp,CH,14,CH_Ofav_MACN,3,0.479,0.773
MacN,Ofav,4,2,Mo4-2,6,control pH,high temp,CH,14,CH_Ofav_MACN,4,0.444,0.789
MacN,Ofav,5,2,Mo5-2,6,control pH,high temp,CH,14,CH_Ofav_MACN,5,0.478,0.816
Rainbow,Ofav,1,2,Ro1-2,6,control pH,high temp,CH,14,CH_Ofav_RAIN,1,0.387,0.675
Rainbow,Ofav,2,2,Ro2-2,6,control pH,high temp,CH,14,CH_Ofav_RAIN,2,0.37,0.673
Rainbow,Ofav,3,2,Ro3-2,6,control pH,high temp,CH,14,CH_Ofav_RAIN,3,0.323,0.549
Rainbow,Ofav,4,2,Ro4-2,6,control pH,high temp,CH,14,CH_Ofav_RAIN,4,0.427,0.694
Rainbow,Ofav,5,2,Ro5-2,6,control pH,high temp,CH,14,CH_Ofav_RAIN,5,0.379,0.674
Star,Ofav,1,2,So1-2,6,control pH,high temp,CH,14,CH_Ofav_STAR,1,0.409,0.713
Star,Ofav,2,2,So2-2,6,control pH,high temp,CH,14,CH_Ofav_STAR,2,0.495,0.808
Star,Ofav,3,2,So3-2,6,control pH,high temp,CH,14,CH_Ofav_STAR,3,0.458,0.734
Star,Ofav,4,2,So4-2,6,control pH,high temp,CH,14,CH_Ofav_STAR,4,0.468,0.806
Star,Ofav,5,2,So5-2,6,control pH,high temp,CH,14,CH_Ofav_STAR,5,0.432,0.701
Emerald,Ssid,1,3,Es1-3,7,low pH,control temp,LC,14,LC_Ssid_EMRL,1,0.316,0.635
Emerald,Ssid,2,3,Es2-3,7,low pH,control temp,LC,14,LC_Ssid_EMRL,2,0.293,0.599
Emerald,Ssid,3,3,Es3-3,7,low pH,control temp,LC,14,LC_Ssid_EMRL,3,0.381,0.708
Emerald,Ssid,4,3,Es4-3,7,low pH,control temp,LC,14,LC_Ssid_EMRL,4,0.327,0.606
Emerald,Ssid,5,3,Es5-3,7,low pH,control temp,LC,14,LC_Ssid_EMRL,5,0.377,0.668
MacN,Ssid,1,3,Ms1-3,7,low pH,control temp,LC,14,LC_Ssid_MACN,1,0.347,0.639
MacN,Ssid,2,3,Ms2-3,7,low pH,control temp,LC,14,LC_Ssid_MACN,2,0.362,0.737
MacN,Ssid,3,3,Ms3-3,7,low pH,control temp,LC,14,LC_Ssid_MACN,3,0.338,0.659
MacN,Ssid,4,3,Ms4-3,7,low pH,control temp,LC,14,LC_Ssid_MACN,4,0.208,0.467
MacN,Ssid,5,3,Ms5-3,7,low pH,control temp,LC,14,LC_Ssid_MACN,5,0.376,0.727
Rainbow,Ssid,1,3,Rs1-3,7,low pH,control temp,LC,14,LC_Ssid_RAIN,1,0.309,0.611
Rainbow,Ssid,2,3,Rs2-3,7,low pH,control temp,LC,14,LC_Ssid_RAIN_2-3,1,0.348,0.653
Rainbow,Ssid,3,3,Rs3-3,7,low pH,control temp,LC,14,LC_Ssid_RAIN_3-3,1,0.291,0.815
Rainbow,Ssid,4,3,Rs4-3,7,low pH,control temp,LC,14,LC_Ssid_RAIN,2,0.308,0.583
Rainbow,Ssid,5,3,Rs5-3,7,low pH,control temp,LC,14,LC_Ssid_RAIN,3,0.302,0.550
Star,Ssid,1,3,Ss1-3,7,low pH,control temp,LC,14,LC_Ssid_STAR,1,0.335,0.662
Star,Ssid,2,3,Ss2-3,7,low pH,control temp,LC,14,LC_Ssid_STAR,2,0.356,0.686
Star,Ssid,3,3,Ss3-3,7,low pH,control temp,LC,14,LC_Ssid_STAR,3,0.315,0.623
Star,Ssid,4,3,Ss4-3,7,low pH,control temp,LC,14,LC_Ssid_STAR,4,0.262,0.524
Star,Ssid,5,3,Ss5-3,7,low pH,control temp,LC,14,LC_Ssid_STAR,5,0.431,0.748
Emerald,Ofav,1,4,Eo1-4,8,low pH,high temp,LH,14,LH_Ofav_QT,1,0.387,0.686
Emerald,Ofav,2,4,Eo2-4,8,low pH,high temp,LH,14,LH_Ofav_QT,2,0.439,0.749
Emerald,Ofav,3,4,Eo3-4,8,low pH,high temp,LH,14,(dead),,,
Emerald,Ofav,4,4,Eo4-4,8,low pH,high temp,LH,14,LH_Ofav_EMRL,1,0.422,0.688
Emerald,Ofav,5,4,Eo5-4,8,low pH,high temp,LH,14,LH_Ofav_EMRL,2,0.422,0.708
MacN,Ofav,6,4,CR049,8,low pH,high temp,LH,14,LH_Ofav_MACN,2,0.496,0.805
MacN,Ofav,1,4,Mo1-4,8,low pH,high temp,LH,14,LH_Ofav_QT,3,0.439,0.761
MacN,Ofav,2,4,Mo2-4,8,low pH,high temp,LH,14,(dead),,,
MacN,Ofav,3,4,Mo3-4,8,low pH,high temp,LH,14,(dead),,,
MacN,Ofav,4,4,Mo4-4,8,low pH,high temp,LH,14,LH_Ofav_QT,4,0.502,0.852
MacN,Ofav,5,4,Mo5-4,8,low pH,high temp,LH,14,LH_Ofav_MACN,1,0.502,0.810
Rainbow,Ofav,1,4,Ro1-4,8,low pH,high temp,LH,14,(dead),,,
Rainbow,Ofav,2,4,Ro2-4,8,low pH,high temp,LH,14,(dead),,,
Rainbow,Ofav,3,4,Ro3-4,8,low pH,high temp,LH,14,(dead),,,
Rainbow,Ofav,4,4,Ro4-4,8,low pH,high temp,LH,14,(dead),,,
Rainbow,Ofav,5,4,Ro5-4,8,low pH,high temp,LH,14,LH_Ofav_RAIN,1,0.401,0.665
Star,Ofav,1,4,So1-4,8,low pH,high temp,LH,14,(dead),,,
Star,Ofav,2,4,So2-4,8,low pH,high temp,LH,14,(dead),,,
Star,Ofav,3,4,So3-4,8,low pH,high temp,LH,14,(dead),,,
Star,Ofav,4,4,So4-4,8,low pH,high temp,LH,14,(dead),,,
Star,Ofav,5,4,So5-4,8,low pH,high temp,LH,14,LH_Ofav_STAR,1,0.468,0.728
Emerald,Ofav,1,1,Eo1-1,1,control pH,control temp,CC,17,CC_Ofav_QT,1,0.327,0.582
Emerald,Ofav,2,1,Eo2-1,1,control pH,control temp,CC,17,(dead),,,
Emerald,Ofav,3,1,Eo3-1,1,control pH,control temp,CC,17,CC_Ofav_EMRL,1,0.434,0.737
Emerald,Ofav,4,1,Eo4-1,1,control pH,control temp,CC,17,CC_Ofav_EMRL,2,0.294,0.507
Emerald,Ofav,5,1,Eo5-1,1,control pH,control temp,CC,17,CC_Ofav_EMRL,3,0.358,0.606
MacN,Ofav,6,1,CR043,1,control pH,control temp,CC,17,CC_Ofav_MACN,4,0.48,0.782
MacN,Ofav,1,1,Mo1-1,1,control pH,control temp,CC,17,CC_Ofav_MACN,1,0.402,0.722
MacN,Ofav,2,1,Mo2-1,1,control pH,control temp,CC,17,(dead),,,
MacN,Ofav,3,1,Mo3-1,1,control pH,control temp,CC,17,(dead),,,
MacN,Ofav,4,1,Mo4-1,1,control pH,control temp,CC,17,CC_Ofav_MACN,2,0.429,0.737
MacN,Ofav,5,1,Mo5-1,1,control pH,control temp,CC,17,CC_Ofav_MACN,3,0.485,0.808
Rainbow,Ofav,1,1,Ro1-1,1,control pH,control temp,CC,17,(dead),,,
Rainbow,Ofav,2,1,Ro2-1,1,control pH,control temp,CC,17,(dead),,,
Rainbow,Ofav,3,1,Ro3-1,1,control pH,control temp,CC,17,CC_Ofav_QT,2,0.323,0.551
Rainbow,Ofav,4,1,Ro4-1,1,control pH,control temp,CC,17,CC_Ofav_RAIN,1,0.388,0.636
Rainbow,Ofav,5,1,Ro5-1,1,control pH,control temp,CC,17,CC_Ofav_RAIN,2,0.397,0.657
Star,Ofav,1,1,So1-1,1,control pH,control temp,CC,17,(dead),,,
Star,Ofav,2,1,So2-1,1,control pH,control temp,CC,17,(dead),,,
Star,Ofav,3,1,So3-1,1,control pH,control temp,CC,17,CC_Ofav_STAR,1,0.43,0.720
Star,Ofav,4,1,So4-1,1,control pH,control temp,CC,17,CC_Ofav_STAR,2,0.437,0.739
Star,Ofav,5,1,So5-1,1,control pH,control temp,CC,17,CC_Ofav_STAR,3,0.486,0.758
Emerald,Ssid,1,4,Es1-4,2,low pH,high temp,LH,17,LH_Ssid_EMRL,1,0.283,0.597
Emerald,Ssid,2,4,Es2-4,2,low pH,high temp,LH,17,LH_Ssid_EMRL,2,0.197,0.421
Emerald,Ssid,3,4,Es3-4,2,low pH,high temp,LH,17,LH_Ssid_EMRL,3,0.274,0.486
Emerald,Ssid,4,4,Es4-4,2,low pH,high temp,LH,17,LH_Ssid_EMRL,4,0.289,0.568
Emerald,Ssid,5,4,Es5-4,2,low pH,high temp,LH,17,LH_Ssid_EMRL,5,0.299,0.568
MacN,Ssid,1,4,Ms1-4,2,low pH,high temp,LH,17,LH_Ssid_MACN,1,0.261,0.492
MacN,Ssid,2,4,Ms2-4,2,low pH,high temp,LH,17,LH_Ssid_MACN,2,0.219,0.450
MacN,Ssid,3,4,Ms3-4,2,low pH,high temp,LH,17,LH_Ssid_MACN,3,0.301,0.604
MacN,Ssid,4,4,Ms4-4,2,low pH,high temp,LH,17,LH_Ssid_MACN,4,0.245,0.562
MacN,Ssid,5,4,Ms5-4,2,low pH,high temp,LH,17,LH_Ssid_MACN,5,0.331,0.649
Rainbow,Ssid,1,4,Rs1-4,2,low pH,high temp,LH,17,LH_Ssid_RAIN,1,0.322,0.635
Rainbow,Ssid,2,4,Rs2-4,2,low pH,high temp,LH,17,LH_Ssid_RAIN_2-4,1,0.279,0.521
Rainbow,Ssid,3,4,Rs3-4,2,low pH,high temp,LH,17,LH_Ssid_RAIN_3-4,1,0.271,0.790
Rainbow,Ssid,4,4,Rs4-4,2,low pH,high temp,LH,17,LH_Ssid_RAIN,2,0.284,0.545
Rainbow,Ssid,5,4,Rs5-4,2,low pH,high temp,LH,17,LH_Ssid_RAIN,3,0.281,0.520
Star,Ssid,1,4,Ss1-4,2,low pH,high temp,LH,17,LH_Ssid_STAR,1,0.272,0.529
Star,Ssid,2,4,Ss2-4,2,low pH,high temp,LH,17,LH_Ssid_STAR,2,0.291,0.559
Star,Ssid,3,4,Ss3-4,2,low pH,high temp,LH,17,LH_Ssid_STAR,3,0.254,0.525
Star,Ssid,4,4,Ss4-4,2,low pH,high temp,LH,17,LH_Ssid_STAR,4,0.222,0.455
Star,Ssid,5,4,Ss5-4,2,low pH,high temp,LH,17,LH_Ssid_STAR,5,0.35,0.627
Emerald,Ssid,1,1,Es1-1,3,control pH,control temp,CC,17,CC_Ssid_EMRL,1,0.349,0.759
Emerald,Ssid,2,1,Es2-1,3,control pH,control temp,CC,17,CC_Ssid_EMRL,2,0.377,0.818
Emerald,Ssid,3,1,Es3-1,3,control pH,control temp,CC,17,CC_Ssid_EMRL,3,0.442,0.811
Emerald,Ssid,4,1,Es4-1,3,control pH,control temp,CC,17,CC_Ssid_EMRL,4,0.344,0.709
Emerald,Ssid,5,1,Es5-1,3,control pH,control temp,CC,17,CC_Ssid_EMRL,5,0.422,0.752
MacN,Ssid,1,1,Ms1-1,3,control pH,control temp,CC,17,CC_Ssid_MACN,1,0.389,0.767
MacN,Ssid,2,1,Ms2-1,3,control pH,control temp,CC,17,CC_Ssid_MACN,2,0.402,0.865
MacN,Ssid,3,1,Ms3-1,3,control pH,control temp,CC,17,(dead),,,
MacN,Ssid,4,1,Ms4-1,3,control pH,control temp,CC,17,CC_Ssid_MACN,3,0.299,0.726
MacN,Ssid,5,1,Ms5-1,3,control pH,control temp,CC,17,CC_Ssid_MACN,4,0.445,0.879
Rainbow,Ssid,1,1,Rs1-1,3,control pH,control temp,CC,17,CC_Ssid_RAIN,1,0.364,0.754
Rainbow,Ssid,2,1,Rs2-1,3,control pH,control temp,CC,17,CC_Ssid_RAIN_2-1_3-1,1,0.462,0.885
Rainbow,Ssid,3,1,Rs3-1,3,control pH,control temp,CC,17,CC_Ssid_RAIN_2-1_3-1,2,0.321,0.964
Rainbow,Ssid,4,1,Rs4-1,3,control pH,control temp,CC,17,CC_Ssid_RAIN,2,0.34,0.653
Rainbow,Ssid,5,1,Rs5-1,3,control pH,control temp,CC,17,CC_Ssid_RAIN,3,0.363,0.671
Star,Ssid,1,1,Ss1-1,3,control pH,control temp,CC,17,CC_Ssid_STAR,1,0.34,0.685
Star,Ssid,2,1,Ss2-1,3,control pH,control temp,CC,17,CC_Ssid_STAR,2,0.395,0.748
Star,Ssid,3,1,Ss3-1,3,control pH,control temp,CC,17,CC_Ssid_STAR,3,0.371,0.763
Star,Ssid,4,1,Ss4-1,3,control pH,control temp,CC,17,CC_Ssid_STAR,4,0.302,0.651
Star,Ssid,5,1,Ss5-1,3,control pH,control temp,CC,17,CC_Ssid_STAR,5,0.428,0.768
Emerald,Ofav,1,3,Eo1-3,4,low pH,control temp,LC,17,LC_Ofav_EMRL,1,0.351,0.601
Emerald,Ofav,2,3,Eo2-3,4,low pH,control temp,LC,17,LC_Ofav_QT,1,0.321,0.560
Emerald,Ofav,3,3,Eo3-3,4,low pH,control temp,LC,17,LC_Ofav_EMRL,2,0.317,0.547
Emerald,Ofav,4,3,Eo4-3,4,low pH,control temp,LC,17,LC_Ofav_EMRL,3,0.295,0.516
Emerald,Ofav,5,3,Eo5-3,4,low pH,control temp,LC,17,LC_Ofav_EMRL,4,0.336,0.574
MacN,Ofav,6,3,CR047,4,low pH,control temp,LC,17,LC_Ofav_MACN,3,0.421,0.697
MacN,Ofav,1,3,Mo1-3,4,low pH,control temp,LC,17,LC_Ofav_MACN,1,0.376,0.695
MacN,Ofav,2,3,Mo2-3,4,low pH,control temp,LC,17,(dead),,,
MacN,Ofav,3,3,Mo3-3,4,low pH,control temp,LC,17,(dead),,,
MacN,Ofav,4,3,Mo4-3,4,low pH,control temp,LC,17,LC_Ofav_MACN,2,0.439,0.733
MacN,Ofav,5,3,Mo5-3,4,low pH,control temp,LC,17,LC_Ofav_QT,4,0.457,0.746
Rainbow,Ofav,1,3,Ro1-3,4,low pH,control temp,LC,17,(dead),,,
Rainbow,Ofav,2,3,Ro2-3,4,low pH,control temp,LC,17,LC_Ofav_RAIN,1,0.322,0.593
Rainbow,Ofav,3,3,Ro3-3,4,low pH,control temp,LC,17,LC_Ofav_QT,2,0.312,0.530
Rainbow,Ofav,4,3,Ro4-3,4,low pH,control temp,LC,17,LC_Ofav_QT,3,0.409,0.683
Rainbow,Ofav,5,3,Ro5-3,4,low pH,control temp,LC,17,LC_Ofav_RAIN,2,0.367,0.637
Star,Ofav,1,3,So1-3,4,low pH,control temp,LC,17,LC_Ofav_STAR,1,0.367,0.637
Star,Ofav,2,3,So2-3,4,low pH,control temp,LC,17,LC_Ofav_STAR,2,0.405,0.660
Star,Ofav,3,3,So3-3,4,low pH,control temp,LC,17,LC_Ofav_STAR,3,0.417,0.703
Star,Ofav,4,3,So4-3,4,low pH,control temp,LC,17,LC_Ofav_STAR,4,0.423,0.703
Star,Ofav,5,3,So5-3,4,low pH,control temp,LC,17,LC_Ofav_STAR,5,0.414,0.655
Emerald,Ssid,1,2,Es1-2,5,control pH,high temp,CH,17,CH_Ssid_EMRL,1,0.279,0.607
Emerald,Ssid,2,2,Es2-2,5,control pH,high temp,CH,17,CH_Ssid_EMRL,2,0.206,0.414
Emerald,Ssid,3,2,Es3-2,5,control pH,high temp,CH,17,CH_Ssid_EMRL,3,0.301,0.518
Emerald,Ssid,4,2,Es4-2,5,control pH,high temp,CH,17,CH_Ssid_EMRL,4,0.195,0.436
Emerald,Ssid,5,2,Es5-2,5,control pH,high temp,CH,17,CH_Ssid_EMRL,5,0.281,0.508
MacN,Ssid,1,2,Ms1-2,5,control pH,high temp,CH,17,CH_Ssid_MACN,1,0.255,0.470
MacN,Ssid,2,2,Ms2-2,5,control pH,high temp,CH,17,CH_Ssid_MACN,2,0.283,0.560
MacN,Ssid,3,2,Ms3-2,5,control pH,high temp,CH,17,CH_Ssid_MACN,3,0.292,0.615
MacN,Ssid,4,2,Ms4-2,5,control pH,high temp,CH,17,CH_Ssid_MACN,4,0.233,0.502
MacN,Ssid,5,2,Ms5-2,5,control pH,high temp,CH,17,CH_Ssid_MACN,5,0.338,0.634
Rainbow,Ssid,1,2,Rs1-2,5,control pH,high temp,CH,17,CH_Ssid_RAIN,1,0.334,0.641
Rainbow,Ssid,2,2,Rs2-2,5,control pH,high temp,CH,17,CH_Ssid_RAIN_2-2,1,0.359,0.677
Rainbow,Ssid,3,2,Rs3-2,5,control pH,high temp,CH,17,CH_Ssid_RAIN_3-2,1,0.284,0.973
Rainbow,Ssid,4,2,Rs4-2,5,control pH,high temp,CH,17,CH_Ssid_RAIN,2,0.269,0.510
Rainbow,Ssid,5,2,Rs5-2,5,control pH,high temp,CH,17,CH_Ssid_RAIN,3,0.262,0.503
Star,Ssid,1,2,Ss1-2,5,control pH,high temp,CH,17,CH_Ssid_STAR,1,0.278,0.563
Star,Ssid,2,2,Ss2-2,5,control pH,high temp,CH,17,CH_Ssid_STAR,2,0.297,0.569
Star,Ssid,3,2,Ss3-2,5,control pH,high temp,CH,17,CH_Ssid_STAR,3,0.308,0.632
Star,Ssid,4,2,Ss4-2,5,control pH,high temp,CH,17,CH_Ssid_STAR,4,0.217,0.446
Star,Ssid,5,2,Ss5-2,5,control pH,high temp,CH,17,CH_Ssid_STAR,5,0.369,0.665
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,CH,17,CH_Ofav_EMRL,1,0.342,0.631
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,CH,17,CH_Ofav_EMRL,2,0.452,0.755
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,CH,17,CH_Ofav_EMRL,3,0.447,0.729
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,CH,17,CH_Ofav_EMRL,4,0.314,0.535
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,CH,17,CH_Ofav_EMRL,5,0.366,0.618
MacN,Ofav,6,2,CR046,6,control pH,high temp,CH,17,CH_Ofav_MACN_6-2,1,0.492,0.812
MacN,Ofav,1,2,Mo1-2,6,control pH,high temp,CH,17,CH_Ofav_MACN,1,0.429,0.773
MacN,Ofav,2,2,Mo2-2,6,control pH,high temp,CH,17,CH_Ofav_MACN,2,0.399,0.759
MacN,Ofav,3,2,Mo3-2,6,control pH,high temp,CH,17,CH_Ofav_MACN,3,0.465,0.750
MacN,Ofav,4,2,Mo4-2,6,control pH,high temp,CH,17,CH_Ofav_MACN,4,0.439,0.780
MacN,Ofav,5,2,Mo5-2,6,control pH,high temp,CH,17,CH_Ofav_MACN,5,0.476,0.812
Rainbow,Ofav,1,2,Ro1-2,6,control pH,high temp,CH,17,CH_Ofav_RAIN,1,0.377,0.658
Rainbow,Ofav,2,2,Ro2-2,6,control pH,high temp,CH,17,CH_Ofav_RAIN,2,0.359,0.653
Rainbow,Ofav,3,2,Ro3-2,6,control pH,high temp,CH,17,CH_Ofav_RAIN,3,0.325,0.553
Rainbow,Ofav,4,2,Ro4-2,6,control pH,high temp,CH,17,CH_Ofav_RAIN_4-2,1,0.401,0.652
Rainbow,Ofav,5,2,Ro5-2,6,control pH,high temp,CH,17,CH_Ofav_RAIN,4,0.365,0.649
Star,Ofav,1,2,So1-2,6,control pH,high temp,CH,17,CH_Ofav_STAR,1,0.414,0.721
Star,Ofav,2,2,So2-2,6,control pH,high temp,CH,17,CH_Ofav_STAR,2,0.507,0.827
Star,Ofav,3,2,So3-2,6,control pH,high temp,CH,17,CH_Ofav_STAR,3,0.464,0.744
Star,Ofav,4,2,So4-2,6,control pH,high temp,CH,17,CH_Ofav_STAR,4,0.467,0.804
Star,Ofav,5,2,So5-2,6,control pH,high temp,CH,17,CH_Ofav_STAR,5,0.421,0.683
